image_id,split,source_image,source_xml,box_index,class_id,raw_class_name,class_name,class_name_cn,xmin,ymin,xmax,ymax,width,height,area,pad_x_raw,pad_y_raw,scale,augmentation
00611,train,data/raw/GC10-DET/5/img_08_3437011100_00683.jpg,data/raw/GC10-DET/lable/img_08_3437011100_00683.xml,1,4,5_youban,oil_spot,油斑,1.0,262.5,81.0,349.5,80.0,87.0,6960.0,0.0,524.0,0.5,
00612,val,data/raw/GC10-DET/6/img_05_4406743300_00487.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00487.xml,1,5,6_siban,silk_spot,丝斑,506.5,329.0,644.5,742.0,138.0,413.0,56994.0,0.0,524.0,0.5,
00613,train,data/raw/GC10-DET/5/img_04_436163100_00055.jpg,data/raw/GC10-DET/lable/img_04_436163100_00055.xml,1,4,5_youban,oil_spot,油斑,326.5,491.5,381.5,547.0,55.0,55.5,3052.5,0.0,524.0,0.5,
00614,val,data/raw/GC10-DET/2/img_03_425389800_00017.jpg,data/raw/GC10-DET/lable/img_03_425389800_00017.xml,1,1,2_hanfeng,welding_line,焊缝,1.0,365.0,956.5,395.0,955.5,30.0,28665.0,0.0,524.0,0.5,
00614,val,data/raw/GC10-DET/2/img_03_425389800_00017.jpg,data/raw/GC10-DET/lable/img_03_425389800_00017.xml,2,0,1_chongkong,punching_hole,冲孔,54.0,451.0,113.0,486.0,59.0,35.0,2065.0,0.0,524.0,0.5,
00615,test,data/raw/GC10-DET/2/img_03_436164700_00001.jpg,data/raw/GC10-DET/lable/img_03_436164700_00001.xml,1,1,2_hanfeng,welding_line,焊缝,1.5,661.0,1024.0,694.5,1022.5,33.5,34253.75,0.0,524.0,0.5,
00615,test,data/raw/GC10-DET/2/img_03_436164700_00001.jpg,data/raw/GC10-DET/lable/img_03_436164700_00001.xml,2,0,1_chongkong,punching_hole,冲孔,42.5,748.5,100.0,762.0,57.5,13.5,776.25,0.0,524.0,0.5,
00616,train,data/raw/GC10-DET/6/img_07_4406645900_00518.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00518.xml,1,5,6_siban,silk_spot,丝斑,869.0,570.5,956.0,742.0,87.0,171.5,14920.5,0.0,524.0,0.5,
00617,val,data/raw/GC10-DET/2/img_03_425506300_00018.jpg,data/raw/GC10-DET/lable/img_03_425506300_00018.xml,1,0,1_chongkong,punching_hole,冲孔,47.0,606.0,103.5,638.5,56.5,32.5,1836.25,0.0,524.0,0.5,
00617,val,data/raw/GC10-DET/2/img_03_425506300_00018.jpg,data/raw/GC10-DET/lable/img_03_425506300_00018.xml,2,1,2_hanfeng,welding_line,焊缝,5.0,519.0,1024.0,556.0,1019.0,37.0,37703.0,0.0,524.0,0.5,
00618,train,data/raw/GC10-DET/8/img_02_4402329100_00006.jpg,data/raw/GC10-DET/lable/img_02_4402329100_00006.xml,1,7,8_yahen,rolled_pit,压痕,6.5,531.5,318.0,671.5,311.5,140.0,43610.0,0.0,524.0,0.5,
00619,test,data/raw/GC10-DET/2/img_04_436068100_00003.jpg,data/raw/GC10-DET/lable/img_04_436068100_00003.xml,1,1,2_hanfeng,welding_line,焊缝,0.5,277.0,411.5,320.5,411.0,43.5,17878.5,0.0,524.0,0.5,
00620,test,data/raw/GC10-DET/6/img_03_SIS001491_00361.jpg,data/raw/GC10-DET/lable/img_03_SIS001491_00361.xml,1,5,6_siban,silk_spot,丝斑,0.5,561.5,162.0,725.5,161.5,164.0,26486.0,0.0,524.0,0.5,
00621,test,data/raw/GC10-DET/2/img_07_436164700_01555.jpg,data/raw/GC10-DET/lable/img_07_436164700_01555.xml,1,1,2_hanfeng,welding_line,焊缝,1.5,288.0,1024.0,323.5,1022.5,35.5,36298.75,0.0,524.0,0.5,
00621,test,data/raw/GC10-DET/2/img_07_436164700_01555.jpg,data/raw/GC10-DET/lable/img_07_436164700_01555.xml,2,0,1_chongkong,punching_hole,冲孔,0.5,361.5,13.5,405.0,13.0,43.5,565.5,0.0,524.0,0.5,
00622,test,data/raw/GC10-DET/3/img_05_425503600_00053.jpg,data/raw/GC10-DET/lable/img_05_425503600_00053.xml,1,2,3_yueyawan,crescent_gap,月牙弯,404.0,382.0,551.5,688.0,147.5,306.0,45135.0,0.0,524.0,0.5,
00622,test,data/raw/GC10-DET/3/img_05_425503600_00053.jpg,data/raw/GC10-DET/lable/img_05_425503600_00053.xml,2,1,2_hanfeng,welding_line,焊缝,508.5,527.0,1024.0,569.0,515.5,42.0,21651.0,0.0,524.0,0.5,
00623,train,data/raw/GC10-DET/1/img_03_3403394000_01158.jpg,data/raw/GC10-DET/lable/img_03_3403394000_01158.xml,1,0,1_chongkong,punching_hole,冲孔,48.5,373.0,100.0,394.5,51.5,21.5,1107.25,0.0,524.0,0.5,
00623,train,data/raw/GC10-DET/1/img_03_3403394000_01158.jpg,data/raw/GC10-DET/lable/img_03_3403394000_01158.xml,2,1,2_hanfeng,welding_line,焊缝,2.0,285.0,905.0,305.5,903.0,20.5,18511.5,0.0,524.0,0.5,
00623,train,data/raw/GC10-DET/1/img_03_3403394000_01158.jpg,data/raw/GC10-DET/lable/img_03_3403394000_01158.xml,3,2,3_yueyawan,crescent_gap,月牙弯,882.0,262.5,987.5,424.0,105.5,161.5,17038.25,0.0,524.0,0.5,
00624,val,data/raw/GC10-DET/6/img_05_4406743300_00482.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00482.xml,1,5,6_siban,silk_spot,丝斑,513.0,336.0,663.0,713.5,150.0,377.5,56625.0,0.0,524.0,0.5,
00625,train,data/raw/GC10-DET/3/img_01_425007600_01072.jpg,data/raw/GC10-DET/lable/img_01_425007600_01072.xml,1,1,2_hanfeng,welding_line,焊缝,448.5,350.0,1024.0,379.0,575.5,29.0,16689.5,0.0,524.0,0.5,
00625,train,data/raw/GC10-DET/3/img_01_425007600_01072.jpg,data/raw/GC10-DET/lable/img_01_425007600_01072.xml,2,2,3_yueyawan,crescent_gap,月牙弯,347.5,262.5,488.5,485.5,141.0,223.0,31443.0,0.0,524.0,0.5,
00626,train,data/raw/GC10-DET/5/img_03_425507000_00925.jpg,data/raw/GC10-DET/lable/img_03_425507000_00925.xml,1,4,5_youban,oil_spot,油斑,12.0,584.5,59.0,634.5,47.0,50.0,2350.0,0.0,524.0,0.5,
00627,val,data/raw/GC10-DET/6/img_05_4406743300_00627.jpg,data/raw/GC10-DET/lable/img_05_4406743300_00627.xml,1,5,6_siban,silk_spot,丝斑,509.0,333.0,638.0,747.5,129.0,414.5,53470.5,0.0,524.0,0.5,
00628,train,data/raw/GC10-DET/4/img_01_425008000_00252.jpg,data/raw/GC10-DET/lable/img_01_425008000_00252.xml,1,3,4_shuiban,water_spot,水斑,571.5,352.5,833.0,572.5,261.5,220.0,57530.0,0.0,524.0,0.5,
00629,train,data/raw/GC10-DET/6/img_01_425005700_00336.jpg,data/raw/GC10-DET/lable/img_01_425005700_00336.xml,1,5,6_siban,silk_spot,丝斑,381.0,262.5,701.5,667.0,320.5,404.5,129642.25,0.0,524.0,0.5,
00630,val,data/raw/GC10-DET/1/img_06_425644300_00598.jpg,data/raw/GC10-DET/lable/img_06_425644300_00598.xml,1,0,1_chongkong,punching_hole,冲孔,931.0,425.5,983.5,453.5,52.5,28.0,1470.0,0.0,524.0,0.5,
00630,val,data/raw/GC10-DET/1/img_06_425644300_00598.jpg,data/raw/GC10-DET/lable/img_06_425644300_00598.xml,2,1,2_hanfeng,welding_line,焊缝,5.0,334.0,1017.0,367.5,1012.0,33.5,33902.0,0.0,524.0,0.5,
00631,test,data/raw/GC10-DET/2/img_06_425637500_00652.jpg,data/raw/GC10-DET/lable/img_06_425637500_00652.xml,1,1,2_hanfeng,welding_line,焊缝,10.0,379.5,1024.0,422.5,1014.0,43.0,43602.0,0.0,524.0,0.5,
00631,test,data/raw/GC10-DET/2/img_06_425637500_00652.jpg,data/raw/GC10-DET/lable/img_06_425637500_00652.xml,2,0,1_chongkong,punching_hole,冲孔,920.0,460.0,988.0,502.5,68.0,42.5,2890.0,0.0,524.0,0.5,
00632,train,data/raw/GC10-DET/4/img_03_3402617800_00047.jpg,data/raw/GC10-DET/lable/img_03_3402617800_00047.xml,1,3,4_shuiban,water_spot,水斑,547.0,351.0,696.0,497.0,149.0,146.0,21754.0,0.0,524.0,0.5,
00633,train,data/raw/GC10-DET/5/img_04_431854700_00686.jpg,data/raw/GC10-DET/lable/img_04_431854700_00686.xml,1,4,5_youban,oil_spot,油斑,493.0,532.0,600.0,606.5,107.0,74.5,7971.5,0.0,524.0,0.5,
00633,train,data/raw/GC10-DET/5/img_04_431854700_00686.jpg,data/raw/GC10-DET/lable/img_04_431854700_00686.xml,2,4,5_youban,oil_spot,油斑,572.5,265.5,640.5,521.0,68.0,255.5,17374.0,0.0,524.0,0.5,
00633,train,data/raw/GC10-DET/5/img_04_431854700_00686.jpg,data/raw/GC10-DET/lable/img_04_431854700_00686.xml,3,4,5_youban,oil_spot,油斑,584.0,621.5,641.0,759.5,57.0,138.0,7866.0,0.0,524.0,0.5,
00634,test,data/raw/GC10-DET/2/img_03_4402766600_00002.jpg,data/raw/GC10-DET/lable/img_03_4402766600_00002.xml,1,1,2_hanfeng,welding_line,焊缝,1.5,612.5,1024.0,649.5,1022.5,37.0,37832.5,0.0,524.0,0.5,
00634,test,data/raw/GC10-DET/2/img_03_4402766600_00002.jpg,data/raw/GC10-DET/lable/img_03_4402766600_00002.xml,2,0,1_chongkong,punching_hole,冲孔,45.0,697.5,111.0,732.0,66.0,34.5,2277.0,0.0,524.0,0.5,
00635,train,data/raw/GC10-DET/6/img_01_425005700_00500.jpg,data/raw/GC10-DET/lable/img_01_425005700_00500.xml,1,5,6_siban,silk_spot,丝斑,403.5,376.5,554.0,648.5,150.5,272.0,40936.0,0.0,524.0,0.5,
00636,val,data/raw/GC10-DET/5/img_07_435974600_00224.jpg,data/raw/GC10-DET/lable/img_07_435974600_00224.xml,1,4,5_youban,oil_spot,油斑,783.5,588.0,906.5,691.0,123.0,103.0,12669.0,0.0,524.0,0.5,
00637,train,data/raw/GC10-DET/4/img_02_3436813700_00309.jpg,data/raw/GC10-DET/lable/img_02_3436813700_00309.xml,1,3,4_shuiban,water_spot,水斑,219.0,262.5,442.0,756.5,223.0,494.0,110162.0,0.0,524.0,0.5,
00638,train,data/raw/GC10-DET/3/img_04_425501700_00018.jpg,data/raw/GC10-DET/lable/img_04_425501700_00018.xml,1,2,3_yueyawan,crescent_gap,月牙弯,733.0,611.0,847.0,762.0,114.0,151.0,17214.0,0.0,524.0,0.5,
00639,train,data/raw/GC10-DET/6/img_03_436184600_00776.jpg,data/raw/GC10-DET/lable/img_03_436184600_00776.xml,1,5,6_siban,silk_spot,丝斑,374.0,298.5,776.5,690.5,402.5,392.0,157780.0,0.0,524.0,0.5,
00640,train,data/raw/GC10-DET/7/img_04_4406742400_00645.jpg,data/raw/GC10-DET/lable/img_04_4406742400_00645.xml,1,6,7_yiwu,inclusion,异物,279.5,275.5,315.5,298.5,36.0,23.0,828.0,0.0,524.0,0.5,
00641,train,data/raw/GC10-DET/2/img_01_425506800_00019.jpg,data/raw/GC10-DET/lable/img_01_425506800_00019.xml,1,1,2_hanfeng,welding_line,焊缝,693.0,657.0,1018.5,681.0,325.5,24.0,7812.0,0.0,524.0,0.5,
00642,val,data/raw/GC10-DET/2/img_07_3402616100_00001.jpg,data/raw/GC10-DET/lable/img_07_3402616100_00001.xml,1,1,2_hanfeng,welding_line,焊缝,6.0,357.5,1024.0,397.0,1018.0,39.5,40211.0,0.0,524.0,0.5,
00643,train,data/raw/GC10-DET/1/img_03_425502200_00017.jpg,data/raw/GC10-DET/lable/img_03_425502200_00017.xml,1,0,1_chongkong,punching_hole,冲孔,53.0,320.5,105.0,347.5,52.0,27.0,1404.0,0.0,524.0,0.5,
00644,val,data/raw/GC10-DET/2/img_06_4402787700_01015.jpg,data/raw/GC10-DET/lable/img_06_4402787700_01015.xml,1,1,2_hanfeng,welding_line,焊缝,2.5,420.5,1016.5,446.0,1014.0,25.5,25857.0,0.0,524.0,0.5,
00644,val,data/raw/GC10-DET/2/img_06_4402787700_01015.jpg,data/raw/GC10-DET/lable/img_06_4402787700_01015.xml,2,0,1_chongkong,punching_hole,冲孔,912.5,500.0,970.0,538.5,57.5,38.5,2213.75,0.0,524.0,0.5,
00645,train,data/raw/GC10-DET/2/img_06_4404612700_01306.jpg,data/raw/GC10-DET/lable/img_06_4404612700_01306.xml,1,1,2_hanfeng,welding_line,焊缝,6.0,278.0,1024.0,316.5,1018.0,38.5,39193.0,0.0,524.0,0.5,
00646,val,data/raw/GC10-DET/3/img_01_424826800_00002.jpg,data/raw/GC10-DET/lable/img_01_424826800_00002.xml,1,2,3_yueyawan,crescent_gap,月牙弯,618.5,262.5,743.5,425.5,125.0,163.0,20375.0,0.0,524.0,0.5,
00647,test,data/raw/GC10-DET/6/img_04_SIS001577_00046.jpg,data/raw/GC10-DET/lable/img_04_SIS001577_00046.xml,1,5,6_siban,silk_spot,丝斑,124.5,274.0,425.5,393.5,301.0,119.5,35969.5,0.0,524.0,0.5,
00647,test,data/raw/GC10-DET/6/img_04_SIS001577_00046.jpg,data/raw/GC10-DET/lable/img_04_SIS001577_00046.xml,2,5,6_siban,silk_spot,丝斑,99.5,393.5,443.5,558.5,344.0,165.0,56760.0,0.0,524.0,0.5,
00647,test,data/raw/GC10-DET/6/img_04_SIS001577_00046.jpg,data/raw/GC10-DET/lable/img_04_SIS001577_00046.xml,3,5,6_siban,silk_spot,丝斑,89.5,563.5,439.0,762.0,349.5,198.5,69375.75,0.0,524.0,0.5,
00648,train,data/raw/GC10-DET/7/img_03_425501800_01142.jpg,data/raw/GC10-DET/lable/img_03_425501800_01142.xml,1,6,7_yiwu,inclusion,异物,763.0,377.0,812.5,409.0,49.5,32.0,1584.0,0.0,524.0,0.5,
00648,train,data/raw/GC10-DET/7/img_03_425501800_01142.jpg,data/raw/GC10-DET/lable/img_03_425501800_01142.xml,2,6,7_yiwu,inclusion,异物,727.0,409.0,765.0,461.0,38.0,52.0,1976.0,0.0,524.0,0.5,
00649,train,data/raw/GC10-DET/3/img_04_425616200_00001.jpg,data/raw/GC10-DET/lable/img_04_425616200_00001.xml,1,2,3_yueyawan,crescent_gap,月牙弯,2.5,541.0,224.0,576.5,221.5,35.5,7863.25,0.0,524.0,0.5,
00649,train,data/raw/GC10-DET/3/img_04_425616200_00001.jpg,data/raw/GC10-DET/lable/img_04_425616200_00001.xml,2,2,3_yueyawan,crescent_gap,月牙弯,191.5,413.0,345.0,683.0,153.5,270.0,41445.0,0.0,524.0,0.5,
00650,train,data/raw/GC10-DET/6/img_07_4406645900_00771.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00771.xml,1,5,6_siban,silk_spot,丝斑,872.0,282.0,955.0,491.0,83.0,209.0,17347.0,0.0,524.0,0.5,
00650,train,data/raw/GC10-DET/6/img_07_4406645900_00771.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00771.xml,2,5,6_siban,silk_spot,丝斑,905.0,549.0,957.5,760.5,52.5,211.5,11103.75,0.0,524.0,0.5,
00651,train,data/raw/GC10-DET/4/img_02_3436813700_00306.jpg,data/raw/GC10-DET/lable/img_02_3436813700_00306.xml,1,3,4_shuiban,water_spot,水斑,254.0,266.5,432.0,688.5,178.0,422.0,75116.0,0.0,524.0,0.5,
00651,train,data/raw/GC10-DET/4/img_02_3436813700_00306.jpg,data/raw/GC10-DET/lable/img_02_3436813700_00306.xml,2,3,4_shuiban,water_spot,水斑,144.5,549.0,311.5,756.5,167.0,207.5,34652.5,0.0,524.0,0.5,
00652,train,data/raw/GC10-DET/3/img_05_425616200_00711.jpg,data/raw/GC10-DET/lable/img_05_425616200_00711.xml,1,2,3_yueyawan,crescent_gap,月牙弯,750.0,352.5,885.5,651.0,135.5,298.5,40446.75,0.0,524.0,0.5,
00652,train,data/raw/GC10-DET/3/img_05_425616200_00711.jpg,data/raw/GC10-DET/lable/img_05_425616200_00711.xml,2,1,2_hanfeng,welding_line,焊缝,853.5,499.0,1024.0,538.5,170.5,39.5,6734.75,0.0,524.0,0.5,
00653,train,data/raw/GC10-DET/10/img_07_4404374100_01349.jpg,data/raw/GC10-DET/lable/img_07_4404374100_01349.xml,1,9,10_yaozhe,waist_folding,腰折,31.0,287.0,446.0,699.5,415.0,412.5,171187.5,0.0,524.0,0.5,
00654,train,data/raw/GC10-DET/1/img_06_425613700_00781.jpg,data/raw/GC10-DET/lable/img_06_425613700_00781.xml,1,0,1_chongkong,punching_hole,冲孔,929.5,353.5,981.0,381.5,51.5,28.0,1442.0,0.0,524.0,0.5,
00654,train,data/raw/GC10-DET/1/img_06_425613700_00781.jpg,data/raw/GC10-DET/lable/img_06_425613700_00781.xml,2,1,2_hanfeng,welding_line,焊缝,5.5,268.5,1017.0,297.0,1011.5,28.5,28827.75,0.0,524.0,0.5,
00654,train,data/raw/GC10-DET/1/img_06_425613700_00781.jpg,data/raw/GC10-DET/lable/img_06_425613700_00781.xml,3,5,6_siban,silk_spot,丝斑,17.5,336.5,236.0,599.0,218.5,262.5,57356.25,0.0,524.0,0.5,
00655,val,data/raw/GC10-DET/6/img_02_425508400_00382.jpg,data/raw/GC10-DET/lable/img_02_425508400_00382.xml,1,5,6_siban,silk_spot,丝斑,570.5,402.5,701.0,595.0,130.5,192.5,25121.25,0.0,524.0,0.5,
00656,train,data/raw/GC10-DET/2/img_03_3402617500_00787.jpg,data/raw/GC10-DET/lable/img_03_3402617500_00787.xml,1,1,2_hanfeng,welding_line,焊缝,0.5,388.5,1024.0,427.5,1023.5,39.0,39916.5,0.0,524.0,0.5,
00656,train,data/raw/GC10-DET/2/img_03_3402617500_00787.jpg,data/raw/GC10-DET/lable/img_03_3402617500_00787.xml,2,0,1_chongkong,punching_hole,冲孔,54.0,477.0,106.5,508.5,52.5,31.5,1653.75,0.0,524.0,0.5,
00657,train,data/raw/GC10-DET/2/img_02_425507000_00018.jpg,data/raw/GC10-DET/lable/img_02_425507000_00018.xml,1,1,2_hanfeng,welding_line,焊缝,0.5,485.5,1024.0,522.0,1023.5,36.5,37357.75,0.0,524.0,0.5,
00657,train,data/raw/GC10-DET/2/img_02_425507000_00018.jpg,data/raw/GC10-DET/lable/img_02_425507000_00018.xml,2,0,1_chongkong,punching_hole,冲孔,1012.0,578.0,1024.0,596.0,12.0,18.0,216.0,0.0,524.0,0.5,
00658,train,data/raw/GC10-DET/4/img_02_3436813700_00773.jpg,data/raw/GC10-DET/lable/img_02_3436813700_00773.xml,1,3,4_shuiban,water_spot,水斑,194.0,415.5,365.0,751.0,171.0,335.5,57370.5,0.0,524.0,0.5,
00659,train,data/raw/GC10-DET/6/img_01_425005700_00154.jpg,data/raw/GC10-DET/lable/img_01_425005700_00154.xml,1,5,6_siban,silk_spot,丝斑,430.5,270.0,821.5,749.0,391.0,479.0,187289.0,0.0,524.0,0.5,
00660,train,data/raw/GC10-DET/5/img_07_425390700_00052.jpg,data/raw/GC10-DET/lable/img_07_425390700_00052.xml,1,4,5_youban,oil_spot,油斑,796.0,405.0,850.0,445.0,54.0,40.0,2160.0,0.0,524.0,0.5,
00661,train,data/raw/GC10-DET/10/img_06_3436814000_00007.jpg,data/raw/GC10-DET/lable/img_06_3436814000_00007.xml,1,9,10_yaozhe,waist_folding,腰折,63.0,291.0,801.5,688.5,738.5,397.5,293553.75,0.0,524.0,0.5,
00662,test,data/raw/GC10-DET/2/img_04_425504800_00018.jpg,data/raw/GC10-DET/lable/img_04_425504800_00018.xml,1,1,2_hanfeng,welding_line,焊缝,5.0,459.0,535.5,507.5,530.5,48.5,25729.25,0.0,524.0,0.5,
00663,val,data/raw/GC10-DET/9/img_06_427199900_01134.jpg,data/raw/GC10-DET/lable/img_06_427199900_01134.xml,1,8,9_zhehen,crease,折痕,92.5,297.0,1024.0,354.0,931.5,57.0,53095.5,0.0,524.0,0.5,
00664,test,data/raw/GC10-DET/1/img_06_3403398200_01043.jpg,data/raw/GC10-DET/lable/img_06_3403398200_01043.xml,1,0,1_chongkong,punching_hole,冲孔,917.5,269.0,967.5,296.0,50.0,27.0,1350.0,0.0,524.0,0.5,
00665,train,data/raw/GC10-DET/1/img_03_425507200_00018.jpg,data/raw/GC10-DET/lable/img_03_425507200_00018.xml,1,0,1_chongkong,punching_hole,冲孔,47.5,545.0,106.5,573.0,59.0,28.0,1652.0,0.0,524.0,0.5,
00665,train,data/raw/GC10-DET/1/img_03_425507200_00018.jpg,data/raw/GC10-DET/lable/img_03_425507200_00018.xml,2,1,2_hanfeng,welding_line,焊缝,5.0,452.5,1020.0,485.5,1015.0,33.0,33495.0,0.0,524.0,0.5,
00666,train,data/raw/GC10-DET/1/img_06_3403399600_00739.jpg,data/raw/GC10-DET/lable/img_06_3403399600_00739.xml,1,0,1_chongkong,punching_hole,冲孔,921.5,303.5,976.5,336.0,55.0,32.5,1787.5,0.0,524.0,0.5,
00666,train,data/raw/GC10-DET/1/img_06_3403399600_00739.jpg,data/raw/GC10-DET/lable/img_06_3403399600_00739.xml,2,4,5_youban,oil_spot,油斑,363.5,308.5,386.0,332.5,22.5,24.0,540.0,0.0,524.0,0.5,
00667,val,data/raw/GC10-DET/2/img_06_3403404000_00928.jpg,data/raw/GC10-DET/lable/img_06_3403404000_00928.xml,1,1,2_hanfeng,welding_line,焊缝,4.0,683.0,1024.0,735.0,1020.0,52.0,53040.0,0.0,524.0,0.5,
00668,test,data/raw/GC10-DET/8/img_02_4402117200_00004.jpg,data/raw/GC10-DET/lable/img_02_4402117200_00004.xml,1,7,8_yahen,rolled_pit,压痕,319.0,668.0,442.0,720.0,123.0,52.0,6396.0,0.0,524.0,0.5,
00668,test,data/raw/GC10-DET/8/img_02_4402117200_00004.jpg,data/raw/GC10-DET/lable/img_02_4402117200_00004.xml,2,7,8_yahen,rolled_pit,压痕,865.5,640.5,961.5,720.5,96.0,80.0,7680.0,0.0,524.0,0.5,
00668,test,data/raw/GC10-DET/8/img_02_4402117200_00004.jpg,data/raw/GC10-DET/lable/img_02_4402117200_00004.xml,3,7,8_yahen,rolled_pit,压痕,830.5,502.0,933.0,577.0,102.5,75.0,7687.5,0.0,524.0,0.5,
00669,train,data/raw/GC10-DET/6/img_03_436150300_00317.jpg,data/raw/GC10-DET/lable/img_03_436150300_00317.xml,1,5,6_siban,silk_spot,丝斑,220.0,527.0,321.5,623.0,101.5,96.0,9744.0,0.0,524.0,0.5,
00670,train,data/raw/GC10-DET/6/img_07_424714400_00008.jpg,data/raw/GC10-DET/lable/img_07_424714400_00008.xml,1,5,6_siban,silk_spot,丝斑,175.5,503.5,307.5,652.5,132.0,149.0,19668.0,0.0,524.0,0.5,
00670,train,data/raw/GC10-DET/6/img_07_424714400_00008.jpg,data/raw/GC10-DET/lable/img_07_424714400_00008.xml,2,5,6_siban,silk_spot,丝斑,586.0,331.5,812.5,563.5,226.5,232.0,52548.0,0.0,524.0,0.5,
00671,train,data/raw/GC10-DET/6/img_07_4406645900_00560.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00560.xml,1,5,6_siban,silk_spot,丝斑,874.5,288.5,961.0,415.0,86.5,126.5,10942.25,0.0,524.0,0.5,
00672,val,data/raw/GC10-DET/7/img_06_4402625300_01262.jpg,data/raw/GC10-DET/lable/img_06_4402625300_01262.xml,1,5,6_siban,silk_spot,丝斑,918.0,273.0,1001.5,488.5,83.5,215.5,17994.25,0.0,524.0,0.5,
00672,val,data/raw/GC10-DET/7/img_06_4402625300_01262.jpg,data/raw/GC10-DET/lable/img_06_4402625300_01262.xml,2,5,6_siban,silk_spot,丝斑,700.0,268.0,784.5,384.0,84.5,116.0,9802.0,0.0,524.0,0.5,
00672,val,data/raw/GC10-DET/7/img_06_4402625300_01262.jpg,data/raw/GC10-DET/lable/img_06_4402625300_01262.xml,3,6,7_yiwu,inclusion,异物,513.5,272.0,638.0,372.0,124.5,100.0,12450.0,0.0,524.0,0.5,
00672,val,data/raw/GC10-DET/7/img_06_4402625300_01262.jpg,data/raw/GC10-DET/lable/img_06_4402625300_01262.xml,4,6,7_yiwu,inclusion,异物,854.0,367.5,905.5,483.5,51.5,116.0,5974.0,0.0,524.0,0.5,
00673,train,data/raw/GC10-DET/5/img_06_425502300_01409.jpg,data/raw/GC10-DET/lable/img_06_425502300_01409.xml,1,4,5_youban,oil_spot,油斑,77.0,280.5,157.5,347.5,80.5,67.0,5393.5,0.0,524.0,0.5,
00673,train,data/raw/GC10-DET/5/img_06_425502300_01409.jpg,data/raw/GC10-DET/lable/img_06_425502300_01409.xml,2,4,5_youban,oil_spot,油斑,85.0,391.0,153.0,452.5,68.0,61.5,4182.0,0.0,524.0,0.5,
00673,train,data/raw/GC10-DET/5/img_06_425502300_01409.jpg,data/raw/GC10-DET/lable/img_06_425502300_01409.xml,3,4,5_youban,oil_spot,油斑,83.5,497.0,152.5,539.5,69.0,42.5,2932.5,0.0,524.0,0.5,
00673,train,data/raw/GC10-DET/5/img_06_425502300_01409.jpg,data/raw/GC10-DET/lable/img_06_425502300_01409.xml,4,4,5_youban,oil_spot,油斑,83.0,585.5,162.5,634.0,79.5,48.5,3855.75,0.0,524.0,0.5,
00673,train,data/raw/GC10-DET/5/img_06_425502300_01409.jpg,data/raw/GC10-DET/lable/img_06_425502300_01409.xml,5,4,5_youban,oil_spot,油斑,85.5,663.5,160.0,736.0,74.5,72.5,5401.25,0.0,524.0,0.5,
00674,train,data/raw/GC10-DET/3/img_08_425505100_00053.jpg,data/raw/GC10-DET/lable/img_08_425505100_00053.xml,1,2,3_yueyawan,crescent_gap,月牙弯,230.5,556.0,362.0,762.0,131.5,206.0,27089.0,0.0,524.0,0.5,
00674,train,data/raw/GC10-DET/3/img_08_425505100_00053.jpg,data/raw/GC10-DET/lable/img_08_425505100_00053.xml,2,1,2_hanfeng,welding_line,焊缝,7.5,677.0,253.5,718.0,246.0,41.0,10086.0,0.0,524.0,0.5,
00675,train,data/raw/GC10-DET/1/img_06_3403397600_01060.jpg,data/raw/GC10-DET/lable/img_06_3403397600_01060.xml,1,0,1_chongkong,punching_hole,冲孔,911.0,317.5,966.5,344.5,55.5,27.0,1498.5,0.0,524.0,0.5,
00676,train,data/raw/GC10-DET/7/img_03_425503100_00022.jpg,data/raw/GC10-DET/lable/img_03_425503100_00022.xml,1,6,7_yiwu,inclusion,异物,667.5,561.0,767.5,625.5,100.0,64.5,6450.0,0.0,524.0,0.5,
00676,train,data/raw/GC10-DET/7/img_03_425503100_00022.jpg,data/raw/GC10-DET/lable/img_03_425503100_00022.xml,2,5,6_siban,silk_spot,丝斑,419.0,553.0,509.0,755.5,90.0,202.5,18225.0,0.0,524.0,0.5,
00676,train,data/raw/GC10-DET/7/img_03_425503100_00022.jpg,data/raw/GC10-DET/lable/img_03_425503100_00022.xml,3,5,6_siban,silk_spot,丝斑,1.5,316.0,235.0,749.0,233.5,433.0,101105.5,0.0,524.0,0.5,
00677,train,data/raw/GC10-DET/1/img_06_425616500_00769.jpg,data/raw/GC10-DET/lable/img_06_425616500_00769.xml,1,0,1_chongkong,punching_hole,冲孔,930.5,312.5,984.5,343.0,54.0,30.5,1647.0,0.0,524.0,0.5,
00678,val,data/raw/GC10-DET/6/img_06_4406743300_00096.jpg,data/raw/GC10-DET/lable/img_06_4406743300_00096.xml,1,5,6_siban,silk_spot,丝斑,21.5,339.5,181.0,596.0,159.5,256.5,40911.75,0.0,524.0,0.5,
00679,train,data/raw/GC10-DET/3/img_02_425622600_00001.jpg,data/raw/GC10-DET/lable/img_02_425622600_00001.xml,1,2,3_yueyawan,crescent_gap,月牙弯,19.0,579.0,118.5,762.0,99.5,183.0,18208.5,0.0,524.0,0.5,
